Year,temparature_anomaly_celsium,CO2(ppmv),CH4(ppbv)
-230811,,,434.0
-230840,-6.09,,
-230906,,241.6,
-230995,-5.78,,
-231103,,,419.0
-231146,-6.03,,
-231300,-5.65,,
-231377,,,429.0
-231450,-5.81,,
-231601,-4.76,,
-231643,,,457.0
-231740,-5.1,,
-231881,-4.94,,
-231924,,,430.0
-232021,-4.66,,
-232158,-4.79,,
-232199,,,426.0
-232297,-4.92,,
-232438,-4.85,,
-232481,,,433.0
-232577,-4.89,,
-232718,-4.53,,
-232731,,,453.0
-232854,-4.61,,
-232867,,245.2,
-232987,,,519.0
-232991,-3.4,,
-233115,-3.88,,
-233128,,,462.0
-233242,-3.42,,
-233366,-3.43,,
-233477,,,478.0
-233489,-3.51,,
-233530,,252.1,
-233613,-3.25,,
-233734,-3.95,,
-233742,,,499.0
-233863,-3.6,,
-233970,,,508.0
-233989,-3.31,,
-234040,,245.2,
-234111,-2.73,,
-234151,,,481.0
-234164,,241.4,
-234227,-2.08,,
-234339,-3.13,,
-234440,,,512.0
-234459,-2.61,,
-234476,,252.1,
-234574,-2.85,,
-234661,,,518.0
-234691,-2.11,,
-234784,,247.4,
-234801,-2.83,,
-234900,,241.4,
-234912,,,529.0
-234917,-2.41,,
-235031,-2.8,,
-235042,,,554.0
-235147,-3.07,,
-235158,,,543.0
-235267,-2.39,,
-235344,,243.1,
-235359,,,545.0
-235382,-2.43,,
-235441,,247.4,
-235482,,,548.0
-235494,-2.13,,
-235605,-2.89,,
-235722,-2.74,,
-235815,,,539.0
-235839,-2.59,,
-235918,,239.1,
-235924,,,565.0
-235954,-1.99,,
-235955,,243.1,
-236031,,,557.0
-236063,-2.01,,
-236159,,,554.0
-236171,-2.45,,
-236284,-2.91,,
-236368,,,566.0
-236402,-2.09,,
-236465,,,550.0
-236475,,239.1,
-236512,-2.33,,
-236608,,245.6,
-236624,-1.86,,
-236691,,,549.0
-236735,-2.5,,
-236804,,,588.0
-236839,-1.58,,
-236898,,,549.0
-236946,-1.78,,
-236998,,,559.0
-237050,-1.65,,
-237058,,245.6,
-237063,,245.8,
-237099,,,565.0
-237160,-2.41,,
-237204,,,579.0
-237275,-2.38,,
-237318,,,564.0
-237378,-1.41,,
-237437,,245.8,
-237489,-2.39,,
-237527,,247.4,
-237540,,,566.0
-237603,-2.62,,
-237624,,,577.0
-237711,,,562.0
-237713,-2.26,,
-237788,,247.4,
-237818,-1.87,,
-237885,,,594.0
-237915,-0.57,,
-237984,,,597.0
-238011,-1.12,,
-238023,,252.8,
-238077,,,592.0
-238110,-1.59,,
-238213,-0.99,,
-238240,,252.8,
-238263,,,601.0
-238312,-1.0,,
-238353,,,606.0
-238410,-0.72,,
-238441,,,599.0
-238506,-1.06,,
-238605,-1.22,,
-238629,,,609.0
-238705,-0.81,,
-238721,,,616.0
-238801,-0.26,,
-238811,,,616.0
-238893,-0.52,,
-238987,-0.56,,611.0
-238995,,259.7,
-239075,,,627.0
-239080,-0.01,,
-239154,,,623.0
-239170,0.29,,
-239257,0.38,,
-239329,,,641.0
-239343,0.38,,
-239383,,259.7,
-239416,,263.2,
-239428,1.03,,661.0
-239510,0.09,,
-239597,1.17,,
-239667,,,648.0
-239677,0.51,,
-239740,,,667.0
-239760,1.72,,
-239804,,,653.0
-239837,2.46,,
-239905,,263.2,
-239907,2.56,,
-239957,,,673.0
-239977,2.2,,
-240027,,,696.0
-240049,1.98,,
-240057,,279.0,
-240096,,,680.0
-240121,2.73,,
-240191,1.96,,
-240248,,,594.0
-240263,2.21,,
-240328,,,523.0
-240335,2.71,,
-240396,,280.2,
-240404,2.31,,
-240406,,,539.0
-240475,2.42,,
-240545,2.06,,
-240560,,,521.0
-240618,1.84,,
-240647,,,515.0
-240691,1.91,,
-240723,,,519.0
-240735,,279.0,
-240765,1.89,,
-240839,1.08,,
-240883,,,525.0
-240917,2.2,,
-240973,,,542.0
-240989,1.81,,
-241064,1.57,,
-241121,,263.7,
-241139,1.14,,
-241188,,280.2,
-241218,0.74,,
-241300,0.63,,
-241382,0.36,,
-241396,,,538.0
-241464,1.01,,
-241479,,252.3,
-241488,,,558.0
-241544,0.99,,
-241624,1.19,,
-241703,0.87,,
-241756,,,546.0
-241785,0.21,,
-241871,-0.12,,
-241906,,249.9,
-241959,-0.21,,
-241972,,,541.0
-242048,-0.36,,
-242138,-1.25,,
-242171,,263.7,
-242205,,,528.0
-242237,-1.66,,
-242339,-2.32,,
-242397,,236.7,
-242435,,,528.0
-242447,-2.13,,
-242554,-1.83,,
-242632,,252.3,
-242659,-2.41,,
-242660,,,523.0
-242768,-2.42,,
-242878,-3.05,,
-242900,,,519.0
-242914,,230.4,
-242994,-2.83,,
-243107,,249.9,
-243108,-3.21,,
-243130,,,502.0
-243226,-3.45,,
-243272,,,503.0
-243347,-3.43,,
-243469,-4.49,,
-243491,,219.4,
-243601,-3.77,,
-243614,,236.7,
-243645,,,494.0
-243727,-4.22,,
-243858,-5.07,,
-243934,,,475.0
-243998,-4.42,,
-244131,-5.22,,
-244238,,230.4,
-244243,,,486.0
-244275,-5.68,,
-244424,-5.92,,
-244578,-6.4,,
-244582,,,513.0
-244738,-7.56,,
-244911,-6.94,,
-244920,,219.4,
-244934,,,508.0
-245081,-6.8,,
-245123,,,545.0
-245248,-7.22,,
-245415,-6.01,,
-245571,-5.52,,
-245613,,,525.0
-245726,-5.99,,
-245731,,214.7,
-245882,-6.58,,
-245911,,,525.0
-246041,-5.67,,
-246088,,,540.0
-246192,-5.66,,
-246342,-5.6,,
-246492,-6.29,,
-246578,,,473.0
-246651,-5.85,,
-246805,-5.97,,
-246901,,,466.0
-246961,-6.65,,
-247125,-6.26,,
-247149,,214.7,
-247229,,,408.0
-247285,-6.32,,
-247446,-6.95,,
-247596,,,410.0
-247616,-6.91,,
-247786,-7.43,,
-247957,,,413.0
-247964,-7.32,,
-248141,-7.93,,
-248183,,200.2,
-248311,,,408.0
-248328,-7.29,,
-248505,-7.76,,
-248670,,,432.0
-248686,-7.8,,
-248871,-7.49,,
-249052,-7.46,,
-249055,,213.9,
-249231,-7.45,,
-249407,-7.23,,
-249440,,200.2,
-249583,-7.54,,
-249768,-8.29,,
-249782,,,401.0
-249914,,195.4,
-249965,-8.57,,
-250165,-8.28,,
-250182,,213.9,
-250207,,,395.0
-250360,-8.12,,
-250553,-8.33,,
-250592,,,396.0
-250748,-7.6,,
-250789,,196.7,
-250933,-8.33,,
-250980,,,401.0
-251003,,195.4,
-251128,-7.89,,
-251318,-8.48,,
-251351,,,398.0
-251517,-8.38,,
-251686,,195.4,
-251715,-7.68,,
-251738,,,426.0
-251806,,196.7,
-251901,-7.55,,
-251959,,,427.0
-252085,-7.48,,
-252266,-7.17,,
-252444,-7.99,,
-252492,,,420.0
-252635,-8.2,,
-252637,,195.4,
-252831,-7.77,,
-252837,,,405.0
-253018,-7.47,,
-253202,-7.85,,
-253204,,,442.0
-253391,-7.88,,
-253548,,199.0,
-253581,-7.72,,
-253597,,,422.0
-253769,-8.92,,
-253967,-7.99,,
-254016,,,448.0
-254160,-7.71,,
-254347,-7.69,,
-254348,,199.0,
-254350,,,475.0
-254359,,201.9,
-254530,-7.12,,
-254707,-6.99,,
-254743,,,466.0
-254883,-7.68,,
-255069,-7.16,,
-255110,,201.9,
-255128,,,483.0
-255150,,204.0,
-255248,-6.93,,
-255424,-8.13,,
-255490,,,465.0
-255618,-7.29,,
-255672,,,450.0
-255800,-6.98,,
-255958,,204.0,
-255976,-7.17,,
-256154,-6.82,,
-256213,,,493.0
-256328,-6.59,,
-256497,-6.02,,
-256562,,,510.0
-256660,-6.7,,
-256711,,203.9,
-256831,-7.43,,
-256941,,,496.0
-257014,-7.2,,
-257195,-7.51,,
-257329,,,430.0
-257381,-8.38,,
-257446,,203.9,
-257581,-7.36,,
-257721,,,473.0
-257765,-7.27,,
-257947,-7.35,,
-258067,,,451.0
-258135,-7.99,,
-258330,-8.42,,
-258403,,209.6,
-258456,,,434.0
-258533,-7.96,,
-258728,-8.06,,
-258849,,,456.0
-258923,-6.68,,
-258944,,209.6,
-258966,,205.7,
-259098,-7.29,,
-259207,,,452.0
-259281,-7.01,,
-259343,,205.7,
-259460,-7.46,,
-259609,,,424.0
-259646,-7.95,,
-259842,-8.35,,
-259998,,,443.0
-260045,-7.87,,
-260104,,208.9,
-260142,,208.9,
-260239,-7.41,,
-260387,,,480.0
-260426,-7.53,,
-260614,-7.86,,
-260795,,,482.0
-260808,-7.0,,
-260867,,214.6,
-260980,,214.6,
-260988,-7.91,,
-261184,-7.04,,
-261191,,,509.0
-261364,-6.2,,
-261512,,,462.0
-261532,-6.16,,
-261699,-6.17,,
-261866,-6.9,,
-261893,,,414.0
-262044,-6.54,,
-262217,-6.83,,
-262273,,,417.0
-262395,-7.31,,
-262559,,228.1,
-262581,-6.98,,
-262633,,228.1,
-262645,,,398.0
-262761,-6.72,,
-262938,-7.39,,
-263028,,,415.0
-263126,-7.45,,
-263316,-7.52,,
-263419,,,412.0
-263506,-7.24,,
-263693,-7.54,,
-263703,,199.9,
-263843,,,422.0
-263883,-7.76,,
-264085,-7.81,,
-264184,,199.9,
-264280,,,417.0
-264289,-8.29,,
-264376,,211.7,
-264508,-8.15,,
-264679,,,384.0
-264724,-7.9,,
-264930,-7.34,,
-265057,,211.7,
-265118,,,425.0
-265126,-8.21,,
-265335,-8.68,,
-265492,,188.7,
-265550,-8.77,,
-265567,,,414.0
-265767,-8.92,,
-265988,-8.28,,
-266005,,,418.0
-266196,-8.49,,
-266231,,187.2,
-266307,,188.7,
-266409,-8.45,,
-266446,,,454.0
-266621,-8.54,,
-266835,-8.55,,
-266898,,,423.0
-267045,,187.2,
-267050,-8.88,,
-267204,,194.2,
-267271,-8.65,,
-267348,,,454.0
-267489,-8.95,,
-267593,,,439.0
-267712,-9.13,,
-267940,-8.51,,
-267990,,194.2,
-268156,-9.25,,
-268252,,,460.0
-268272,,198.8,
-268386,-8.54,,
-268603,-8.41,,
-268698,,,441.0
-268817,-8.98,,
-269043,-9.55,,
-269086,,198.8,
-269167,,,458.0
-269282,-9.16,,
-269306,,184.7,
-269512,-9.09,,
-269657,,,453.0
-269742,-9.36,,
-269882,,,445.0
-269978,-9.34,,
-270199,,184.7,
-270213,-9.23,,
-270361,,190.4,
-270447,-9.38,,
-270562,,,470.0
-270684,-9.06,,
-270833,,,451.0
-270915,-9.32,,
-271151,-9.31,,
-271215,,190.4,
-271360,,193.9,
-271388,-8.98,,
-271553,,,483.0
-271618,-9.17,,
-271852,-9.05,,
-271998,,,467.0
-272084,-9.11,,
-272214,,193.9,
-272318,-9.05,,
-272371,,194.1,
-272466,,,463.0
-272550,-8.56,,
-272774,-8.97,,
-272934,,,475.0
-273004,-8.58,,
-273204,,194.1,
-273228,-8.95,,
-273400,,198.4,
-273408,,,455.0
-273460,-9.02,,
-273693,-8.28,,
-273874,,,479.0
-273911,-7.89,,
-274122,-8.16,,
-274307,,198.4,
-274320,,,504.0
-274338,-8.58,,
-274376,,193.2,
-274564,-8.99,,
-274724,,,467.0
-274798,-8.38,,
-275020,-8.95,,
-275151,,,452.0
-275255,-9.38,,
-275411,,202.2,
-275493,,193.2,
-275498,-8.22,,
-275599,,,480.0
-275717,-7.76,,
-275845,,,466.0
-275928,-7.75,,
-276139,-8.26,,
-276360,-8.41,,
-276400,,204.5,
-276506,,,428.0
-276584,-9.3,,
-276640,,202.2,
-276760,,,438.0
-276827,-7.89,,
-277043,-8.05,,
-277261,-8.57,,
-277363,,,420.0
-277370,,211.0,
-277490,-8.12,,
-277669,,204.5,
-277710,-8.04,,
-277818,,,463.0
-277928,-7.33,,
-278133,-6.81,,
-278197,,,455.0
-278319,,215.3,
-278327,-6.53,,
-278396,,,473.0
-278516,-5.57,,
-278608,,211.0,
-278689,-6.62,,
-278881,-7.12,,
-278943,,,462.0
-279082,-6.75,,
-279272,-7.19,,
-279352,,,448.0
-279450,,215.3,
-279469,-7.82,,
-279683,-7.38,,
-279782,,,457.0
-279808,,223.7,
-279890,-6.89,,
-280083,-6.73,,
-280171,,,468.0
-280278,-6.74,,
-280473,-6.39,,
-280561,,,425.0
-280642,,223.7,
-280662,-6.55,,
-280853,-6.18,,
-280941,,,453.0
-281040,-6.31,,
-281227,-5.95,,
-281303,,,471.0
-281410,-5.98,,
-281592,-5.85,,
-281661,,,499.0
-281773,-5.67,,
-281835,,231.3,
-281951,-6.21,,
-282036,,,509.0
-282138,-5.97,,
-282321,-5.69,,
-282416,,,465.0
-282484,,231.3,
-282499,-5.66,,
-282677,-5.83,,
-282783,,,477.0
-282858,-5.71,,
-283038,-5.71,,
-283120,,,457.0
-283217,-6.61,,
-283410,-5.28,,
-283430,,228.0,
-283481,,,470.0
-283584,-5.55,,
-283763,-5.35,,
-283839,,,486.0
-283939,-5.77,,
-283981,,228.0,
-284119,-5.17,,
-284178,,226.4,
-284186,,,495.0
-284291,-5.24,,
-284463,-5.0,,
-284545,,,500.0
-284630,-5.27,,
-284659,,226.4,
-284799,-5.61,,
-284888,,,507.0
-284977,-4.9,,
-285086,,231.4,
-285144,-5.56,,
-285209,,,520.0
-285318,-5.35,,
-285493,-4.99,231.4,
-285545,,,529.0
-285588,,230.4,
-285663,-4.9,,
-285831,-5.02,,
-285870,,230.4,
-285877,,,514.0
-285998,-4.57,,
-286160,-4.69,,
-286176,,,521.0
-286283,,231.0,
-286316,-5.0,,
-286336,,231.0,
-286476,-4.79,,
-286532,,,511.0
-286645,-5.15,,
-286816,-4.77,,
-286883,,,532.0
-286978,-5.06,,
-287151,-5.21,,
-287241,,,530.0
-287314,-5.01,,
-287481,-4.97,,
-287575,,,531.0
-287649,-4.99,,
-287811,-4.31,,
-287901,,,547.0
-287967,-4.07,,
-288117,-3.83,,
-288203,,234.9,
-288218,,,524.0
-288234,,234.9,
-288270,-3.84,,
-288424,-4.33,,
-288584,-4.57,,
-288748,-4.4,,
-288780,,220.4,
-288906,-4.97,,
-288913,,220.4,
-289067,-5.12,,
-289230,-5.31,,
-289279,,,454.0
-289407,-5.73,,
-289417,,217.1,
-289591,-6.43,,
-289612,,217.1,
-289683,,,459.0
-289776,-5.41,,
-289956,-5.72,,
-290079,,,448.0
-290140,-6.17,,
-290332,-6.7,,
-290438,,,453.0
-290455,,207.6,
-290535,-6.29,,
-290730,-6.41,,
-290818,,,444.0
-290868,,207.6,
-290929,-6.14,,
-291009,,,454.0
-291107,,206.0,
-291123,-6.98,,
-291331,-7.27,,
-291535,-7.76,,
-291676,,,482.0
-291700,,206.0,
-291761,-7.58,,
-291829,,206.7,
-291916,,,521.0
-291983,-7.14,,
-292196,-6.4,,
-292396,-7.53,,
-292505,,206.7,
-292584,,,489.0
-292617,-7.63,,
-292618,,212.7,
-292841,-8.07,,
-292845,,,501.0
-293068,-7.62,,
-293292,-7.22,,
-293414,,212.7,
-293504,-7.2,,
-293508,,,552.0
-293715,,,564.0
-293719,-6.68,,
-293926,-6.17,,
-293980,,213.1,
-294122,-4.93,,
-294299,-5.66,,
-294308,,,587.0
-294486,-5.87,,
-294516,,,524.0
-294680,-6.37,,
-294878,,213.1,
-294881,-6.95,,
-295090,-7.05,,
-295110,,,488.0
-295308,-7.38,,
-295315,,,505.0
-295530,-8.03,,
-295744,-7.35,,
-295946,-7.81,,
-295971,,217.1,
-295995,,,467.0
-296177,-7.6,,
-296235,,,491.0
-296406,-7.15,,
-296626,-7.24,,
-296754,,217.1,
-296791,,224.4,
-296840,-6.68,,
-296943,,,519.0
-297050,-6.54,,
-297141,,,518.0
-297259,-6.37,,
-297426,,224.4,
-297465,-6.63,,
-297671,,231.0,
-297675,-6.57,,
-297788,,,496.0
-297885,-5.99,,
-298084,-5.87,,
-298165,,231.0,
-298172,,,518.0
-298282,-5.57,,
-298372,,,520.0
-298473,-4.91,,
-298522,,236.1,
-298658,-5.93,,
-298857,-6.31,,
-298971,,,459.0
-299064,-6.57,,
-299075,,236.1,
-299192,,,487.0
-299277,-7.14,,
-299452,,239.0,
-299501,-7.69,,
-299717,-7.06,,
-299874,,,453.0
-299941,-7.07,,
-300106,,,453.0
-300134,,239.0,
-300165,-7.01,,
-300330,,236.0,
-300389,-5.94,,
-300592,-6.23,,
-300667,,,456.0
-300801,-6.39,,
-300898,,,462.0
-301012,-6.12,,
-301166,,236.0,
-301219,-5.68,,
-301276,,240.2,
-301419,-5.25,,
-301482,,,466.0
-301611,-5.82,,
-301687,,,477.0
-301812,-4.73,,
-302003,-5.42,,
-302150,,240.2,
-302198,-5.1,,
-302282,,240.7,
-302312,,,491.0
-302378,-5.39,,
-302522,,,490.0
-302573,-5.2,,
-302766,-4.85,,
-302951,,250.2,
-302956,-5.27,,
-303097,,,498.0
-303149,-4.67,240.7,
-303287,,,505.0
-303333,-3.95,,
-303506,-4.25,,
-303683,-4.57,,
-303705,,248.6,
-303828,,250.2,
-303852,,,451.0
-303866,-5.42,,
-304054,,,449.0
-304064,-5.28,,
-304260,-5.47,,
-304460,-5.06,,
-304597,,244.8,
-304631,,248.6,
-304653,-5.8,,
-304688,,,459.0
-304857,-6.66,,
-304919,,,485.0
-305081,-7.59,,
-305319,-6.99,,
-305513,,244.8,
-305540,-6.79,,
-305545,,225.8,
-305606,,,459.0
-305769,-6.56,,
-305845,,,466.0
-305995,-6.38,,
-306216,-6.02,,
-306375,,225.8,
-306431,-5.53,,
-306500,,,478.0
-306637,-6.12,,
-306720,,,509.0
-306794,,227.8,
-306855,-5.76,,
-307066,-5.33,,
-307272,-5.7,,
-307372,,,467.0
-307439,,226.2,
-307473,,227.8,
-307483,-5.84,,
-307610,,,460.0
-307698,-6.36,,
-307923,-5.44,,
-308060,,226.2,
-308132,-5.77,,
-308218,,233.2,
-308246,,,461.0
-308346,-5.4,,
-308483,,,493.0
-308555,-5.97,,
-308775,-5.21,,
-308826,,233.2,
-308981,-5.19,,
-309063,,237.8,
-309077,,,470.0
-309183,-5.41,,
-309283,,,517.0
-309387,-5.51,,
-309592,-5.33,,
-309720,,237.8,
-309805,-4.92,,
-309912,,,515.0
-309918,,239.0,
-310004,-5.11,,
-310101,,,516.0
-310210,-4.43,,
-310406,-4.76,,
-310608,-5.11,,
-310643,,239.0,
-310723,,,522.0
-310726,,241.9,
-310815,-4.05,,
-310920,,,540.0
-311006,-4.03,,
-311196,-4.4,,
-311392,-3.43,,
-311393,,241.9,
-311436,,,548.0
-311464,,251.6,
-311573,-3.9,,
-311601,,,568.0
-311760,-2.85,,
-311932,-3.8,,
-312101,,251.6,
-312119,-3.46,,
-312160,,,553.0
-312194,,256.7,
-312301,-3.22,,
-312348,,,634.0
-312480,-3.67,,
-312666,-3.23,,
-312845,-2.84,,
-312886,,256.7,
-312905,,,618.0
-312917,,257.1,
-313018,-2.5,,
-313095,,,606.0
-313185,-3.62,,
-313372,-3.84,,
-313561,-2.28,,
-313615,,,598.0
-313622,,246.8,
-313707,,257.1,
-313728,-2.6,,
-313813,,,635.0
-313898,-2.05,,
-314060,-1.61,,
-314216,-1.27,,
-314250,,272.6,
-314339,,,607.0
-314366,-2.69,,
-314500,,246.8,
-314522,,,515.0
-314537,-2.99,,
-314716,-2.95,,
-314894,-3.12,,
-314947,,251.6,
-315075,-3.2,,
-315077,,,465.0
-315199,,272.6,
-315258,-3.57,,
-315280,,,459.0
-315447,-3.44,,
-315635,-3.65,,
-315784,,245.2,
-315827,-3.29,,
-315851,,,445.0
-315982,,251.6,
-316013,-3.6,,
-316059,,,480.0
-316205,-4.22,,
-316409,-4.41,,
-316609,,233.4,
-316618,-5.3,,
-316670,,,481.0
-316843,-4.57,,
-316887,,,479.0
-316902,,245.2,
-317056,-4.41,,
-317266,-4.37,,
-317475,-4.45,,
-317511,,,478.0
-317530,,255.8,
-317687,-4.41,,
-317715,,,480.0
-317879,,233.4,
-317898,-4.03,,
-318102,-3.81,,
-318304,-4.24,,
-318318,,,498.0
-318408,,249.2,
-318512,-3.39,,
-318522,,,503.0
-318706,-3.14,,
-318896,-2.98,,
-318966,,255.8,
-319073,,,521.0
-319083,-3.08,,
-319264,,,529.0
-319271,-2.08,,
-319445,-2.9,,
-319631,-2.37,,
-319781,,,519.0
-319809,-2.44,,
-319867,,249.2,
-319960,,,528.0
-319988,-2.24,,
-320065,,257.2,
-320164,-1.93,,
-320336,-1.92,,
-320456,,,519.0
-320507,-1.35,,
-320626,,,533.0
-320671,-1.52,,
-320817,,260.4,
-320836,-1.88,,
-321007,-1.21,,
-321114,,,544.0
-321169,-1.13,,
-321278,,,557.0
-321329,-0.93,,
-321433,,257.2,
-321486,-0.76,,
-321576,,260.3,
-321641,-1.4,,
-321722,,,593.0
-321805,-0.43,,
-321863,,,568.0
-321957,-0.84,,
-322112,-0.34,,
-322216,,260.4,
-322262,0.13,,
-322291,,,580.0
-322330,,260.5,
-322405,0.08,,
-322459,,,590.0
-322549,-0.23,,
-322697,-0.56,,
-322850,-0.16,,
-322891,,,612.0
-322997,-0.24,,
-323021,,266.2,
-323047,,,617.0
-323057,,260.3,
-323146,-0.08,,
-323292,0.19,,
-323434,-0.55,,
-323467,,,626.0
-323578,0.44,,
-323605,,,644.0
-323717,0.85,,
-323770,,264.0,
-323852,0.72,,
-323873,,260.5,
-323987,1.31,,
-324000,,,633.0
-324116,0.56,,
-324148,,,635.0
-324253,0.57,,
-324371,,266.1,
-324390,0.31,,
-324529,0.57,,
-324537,,,611.0
-324641,,266.2,
-324666,0.61,,
-324673,,,634.0
-324799,0.43,,
-324937,0.16,,
-325022,,270.1,
-325075,0.7,,
-325077,,,644.0
-325210,0.39,,
-325219,,,654.0
-325347,0.46,,
-325482,0.41,,
-325485,,264.0,
-325610,1.04,,
-325613,,,642.0
-325640,,271.9,
-325735,1.19,,
-325751,,,662.0
-325868,0.57,,
-325998,0.79,,
-326132,,,657.0
-326133,0.7,,
-326136,,266.1,
-326266,0.8,,
-326271,,275.1,
-326400,0.66,,
-326527,1.36,,
-326653,1.36,,
-326782,1.11,,
-326792,,,669.0
-326820,,270.1,
-326913,1.0,,
-327050,0.41,,
-327191,0.2,,
-327229,,,636.0
-327324,0.79,,
-327376,,,658.0
-327464,,271.9,
-327465,0.1,,
-327525,,265.0,
-327601,0.78,,
-327734,0.49,,
-327777,,,643.0
-327870,0.47,,
-327920,,,663.0
-328001,0.77,,
-328103,,275.1,
-328133,0.92,,
-328258,,271.7,
-328263,0.96,,
-328292,,,621.0
-328392,0.97,,
-328431,,,637.0
-328532,0.15,,
-328665,0.71,,
-328790,,272.6,
-328802,0.32,,
-328805,,,615.0
-328940,0.35,,
-328950,,,637.0
-329086,-0.34,,
-329229,-0.1,,
-329338,,,636.0
-329343,,265.0,
-329371,-0.12,,
-329475,,,649.0
-329488,,273.1,
-329510,0.05,,
-329648,0.26,,
-329774,1.03,,
-329832,,,673.0
-329899,1.02,,
-329994,,282.4,
-330029,0.88,,
-330090,,,721.0
-330146,1.79,,
-330194,,271.7,
-330199,,,726.0
-330266,1.83,,
-330335,,289.1,
-330380,2.01,,
-330491,2.32,,
-330507,,,738.0
-330512,,288.4,
-330599,2.77,,
-330626,,,776.0
-330703,3.27,,
-330812,2.53,,
-330848,,272.6,
-330921,2.54,,
-330925,,,798.0
-330969,,298.6,
-331025,3.19,,
-331038,,,797.0
-331128,3.19,,
-331228,3.48,,
-331327,3.75,,
-331334,,,599.0
-331428,3.34,,
-331430,,278.1,
-331534,3.23,,
-331550,,273.1,
-331554,,,590.0
-331639,3.35,,
-331746,2.9,,
-331768,,,604.0
-331853,3.01,,
-331889,,,607.0
-331940,,285.8,
-331951,3.7,,
-332047,,282.4,
-332049,3.62,,
-332152,2.9,,
-332194,,,631.0
-332257,3.09,,
-332311,,278.6,
-332336,,,652.0
-332366,2.69,,
-332399,,289.1,
-332472,2.87,,
-332578,2.81,,
-332593,,288.4,
-332687,,,581.0
-332691,2.04,,
-332798,,270.5,
-332812,1.6,,
-332828,,,597.0
-332929,1.61,,
-333050,1.36,,
-333152,,298.6,
-333170,1.15,,
-333212,,,570.0
-333299,0.53,,
-333337,,255.7,
-333360,,,566.0
-333426,0.8,,
-333563,-0.07,,
-333704,-0.62,,
-333757,,278.1,
-333798,,,537.0
-333848,-0.66,,
-333968,,241.9,
-333996,,,531.0
-333997,-0.95,,
-334148,-1.48,,
-334309,-1.92,,
-334427,,285.8,
-334475,-2.14,,
-334493,,,496.0
-334641,-2.17,,
-334702,,,504.0
-334775,,239.6,
-334811,-2.65,,
-334917,,278.6,
-334987,-2.94,,
-335166,-2.78,,
-335237,,,486.0
-335345,-3.17,,
-335441,,234.2,
-335464,,,486.0
-335527,-3.16,,
-335566,,270.5,
-335716,-3.5,,
-335913,-3.98,,
-336114,-4.12,,
-336151,,,453.0
-336263,,255.7,
-336323,-4.6,,
-336542,-5.07,,
-336615,,,445.0
-336657,,,445.0
-336773,-5.68,,
-337002,-5.5,,
-337041,,241.9,
-337172,,,465.0
-337240,-5.95,,
-337348,,250.1,
-337447,,,460.0
-337484,-6.21,,
-337740,-6.55,,
-337999,-6.96,,
-338033,,239.6,
-338260,,,449.0
-338269,-7.1,,
-338506,,200.7,
-338550,-7.71,,
-338576,,,439.0
-338785,,234.2,
-338848,-8.39,,
-339170,-9.18,,
-339504,-9.56,,
-339541,,,395.0
-339824,-8.99,,
-339852,,205.2,
-339890,,,394.0
-340152,-9.22,,
-340498,-9.66,,
-340810,-8.98,,
-340841,,250.1,
-340886,,,370.0
-341148,-9.14,,
-341332,,204.8,
-341453,-8.33,,
-341471,,,366.0
-341777,-9.03,,
-341973,,200.7,
-342091,-8.62,,
-342161,,,375.0
-342417,-8.85,,
-342496,,211.9,
-342533,,,368.0
-342738,-8.84,,
-343050,-8.53,205.2,
-343367,-8.69,,
-343401,,,374.0
-343673,-8.29,,
-343729,,,389.0
-343983,-8.43,,
-344030,,220.3,
-344306,-8.88,,
-344370,,204.8,
-344606,-8.01,,
-344658,,,391.0
-344918,-8.46,,
-345230,-8.49,,
-345254,,,417.0
-345515,-7.44,,
-345594,,211.9,
-345818,-8.14,,
-345902,,,403.0
-346140,-8.74,,
-346223,,,421.0
-346348,,221.1,
-346457,-8.61,,
-346757,-8.0,,
-347018,-6.52,,
-347096,,,459.0
-347189,,220.3,
-347309,-7.73,,
-347396,,,407.0
-347589,-7.2,,
-347738,,216.2,
-347871,-7.28,,
-348156,-7.36,,
-348219,,,392.0
-348459,-8.1,,
-348506,,,402.0
-348752,-7.61,,
-348975,,209.4,
-349049,-7.83,,
-349349,-7.89,,
-349476,,,414.0
-349649,-7.87,,
-349726,,221.1,
-349809,,,403.0
-349945,-7.72,,
-350245,-7.86,,
-350325,,209.2,
-350543,-7.97,,
-350696,,,397.0
-350844,-7.63,,
-351140,-7.59,,
-351224,,216.2,
-351272,,,405.0
-351428,-7.4,,
-351719,-7.94,,
-351894,,,395.0
-352007,-7.55,,
-352321,-8.15,,
-352462,,209.4,
-352586,,,406.0
-352650,-8.58,,
-352984,-8.79,,
-353255,,,403.0
-353324,-9.0,,
-353352,,193.0,
-353659,-8.87,,
-353867,,209.2,
-353892,,,404.0
-353993,-8.87,,
-354318,-8.52,,
-354554,,,420.0
-354644,-8.57,,
-354948,,186.1,
-354977,-8.78,,
-355244,,,435.0
-355308,-8.7,,
-355647,-8.94,,
-355907,,,431.0
-355985,-8.99,,
-356332,-8.8,,
-356624,,,417.0
-356663,-8.41,,
-356762,,185.8,
-356997,-8.52,,
-357060,,193.0,
-357252,,,418.0
-357331,-8.7,,
-357648,-7.84,,
-357913,,,456.0
-357980,-8.6,,
-358298,-7.84,,
-358563,,,415.0
-358634,-8.74,,
-358733,,186.1,
-358942,-7.69,,
-359007,,201.2,
-359272,-8.39,,420.0
-359584,-7.89,,
